Title,Price,Sold,Reviews,Condition,Mounting & Moving,Country/Region of Manufacture,Heating System,UPC,EAN,Power Source,Color,Number of Heat Settings,MPN,Material,Brand,Type,Control Style,Model,Features,Mounting Location,Item Width,Power,Colour,Room,Item Length,Item Depth,Heating Element Format,Voltage,Area Covered,Year Manufactured,BTU Heating Rating,Timer Control,Air Direction,Smart Home Protocol,Operating Sound Rating,Cool Fan Setting,Location,Recommended Environment,Type 1,Custom Bundle,Heating Element Material,Power (W),Design,Voltage Supply,Bundle Listing,Heating Technology,Energy Efficiency Rating,Unit Type,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),EC Range,Application,Annual Fuel Utilization Efficiency (AFUE),Size,Wattage,ISBN,Non-Domestic Product,Modified Item,Heater Type,Cable Length,Width,Heater Style,Height,Style,Smart Home Compatibility,Manufacturer Warranty,Country of Origin,Product Name,Temperature,Cover material,Lead wire,Perfermance 1,Perfermance 2,Bundle Description,Number of Cool Speeds,Tonnage,style,Manufacturer Part Number,Manufacturer,Item Height,Item Weight,Prop65_fl,Prop65Warning,ProductType,Country of Manufacture,Product Type,Instructions Included,Shape,Refrigerant,Compatible Model,Current Rating,Country Of Origin,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Number of Items,Use,Certification,Electric Heater Type,Heating Element,Installation,Origin,Contents of the package,Application Area,Rotating Speed,Timing Function,(Remote control) Battery,Volatage,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Heating Method,Item Dimensions LxWxH,Region Code,Item model number,Package Dimensions,Heat Output,Weight,Heater,Finish,Manufacturer Color,Collection,Category,California Prop. 65 Warning,Color:,Power:,Application area:,Compressor Type,Personal Heater,Heating Wattage,Recommended Location,Plug Type,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Frequency,Part Number,Batteries Required?,Item Package Quantity,Product Dimensions,Warranty Description,Batteries Included?,Number Of Pieces,Is Discontinued By Manufacturer,Included Components,Energy Rating,Stock #,KeroHeat Wick,Redstone RS-110 Wick,Compatible Product,Feature,HeatMate CTN110 Wick,Measurement (Approximate),Title,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Max. Power (kW),Dimension(L*W*H),Insulation,Heating BTU,Name,Power Cord Length,Product Power,Fit For,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Model Number,Number Of Speed Settings,Area Heated,Voltage (v),Function,Sku,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Overall Length (In.),Overall Length,Terminals,Sheath Material,NumberOfItems,Slotted Hole Width,Mounting Dimension,Watts,Screw Size,Max. Sheath Temp.,Mounting Type,Watt Density,Phase,Slotted Hole Length,Quantity,Room Coverage Area,Item name,Control,Christmas gift,Ceramic Heating Element,Plugs,Heater electrics,Voltage (V),Mini Warmer,Warm air mcahine,Fan Heater,Suitable for,Winter warm items,Brand Name,Heater For Home,Wall heater,Home Heater,Number of Speed Settings,Winter Hand Warmer,Air Blower,SHIPPING,RETURN,ITEM LOCATION,International buyers,Tube Length
"Luwior model LWSH001 Small Space Heater, Black Matte Finish 1500W 120V",32.0,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,Black,,,,Luwior,,,,,,,,,,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48v Air Heater PTC Ceramic Constant Temperature Conductive Aluminum Wiring 1000w,33.31,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,,,Does Not Apply,"Aluminum, Ceramic",Unbranded,,,,,,,850-1199w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<10㎡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathroom,Ce,Convector Heater,,Desktop,Cn(origin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100b4,None,<20㎡,,Tip-over Protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500W PTC Portable Heating Electric Heater Warm Fan Air Winter Warmer Blower  ,33.52,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,HLS3172645,,Unbranded/Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLS3172645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,500W,10㎡-20㎡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80301 Strip Heater,3 In. L,Silicone Rubber",32.67, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,SHS80301,,TEMPCO,Flexible Strip Heaters,,SHS80301,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80341 Strip Heater,9 In. L,Silicone Rubber",32.67, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,SHS80341,,TEMPCO,Flexible Strip Heaters,,SHS80341,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strip Heater,17-7/8 In. L,1200 Deg F VULCAN OS1217-500B",32.0,30-day returns, ,,,,,Does not apply,,,,,OS1217-500B,Stainless Steel,Vulcan,Strip,,,,,1.800,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,"Clamp on to Heat Dies, Platens, Vessels, Tanks and Heat Transfer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-1/8,"17-7/8""",Offset,Stainless Steel,1,"5/16""","16-7/8""",500,10-32,1200 Degrees F,Surface Mount,12W/sq. in.,1,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell 360 Degree Surround Heat BLACK Heater Electric 1500W Portable,32.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,092926493608,,Electric,Black,,HHF360VWM,,Honeywell,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Wick Kerosene Heater Wick AW-49,34.74, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,"Korea, Republic of",,0019944110492,,Kerosone,White,,AW-49,,America Wick,Wick,,AW-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kismile Small Electric Space Heater Ceramic Space Heater,Portable Heater Fan for",33.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,313105755790,0313105755790,Corded Electric,Silver,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Inch,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,1500 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F276190 Brass Quick Connect Adapter 1/4 FPT x 1/4 MPT Dia. in.,34.23,41 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,089301761902,,,Gold,,,Brass,Mr. Heater,Quick Connect Adapter,,Mr. Heater,,,3.45,,,,1.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F276190,Mr Heater,1.95,0.25000,Y,California residents see Prop 65 WARNINGS: This pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heat hero heater built in safety features black wall plug in adjustable ,32.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,Black,,,,heat hero,,,,,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEM Original EdenPURE Heater Remote GEN 3 - Turns On,30.0, , ,,,,Infrared,,,Electric,Black,,,,EdenPURE,,,EdenPURE GEN3,,,,,,,,,,,,,,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Heater Electric Mini Space Saving Digital Timer Fan Room Mini Hand Warmer ,32.41,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Forced Air/Fan,Does not apply,,"Electric, Fan",Black,3,Does not apply,"Ceramic, Copper",Unbranded,Portable Heater,"Push Button, Remote Control, Switch",Wall Electric Heater WT-301,,"Desk/Tabletop, Floor, Wall",,400 W,,,,11.5*12.5*18.5CM,Coil,110V,,,,,,,Standard,,,,,,PTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220V 200W Portable Office Heater Mini Electric Heater Electric Home Heater Fan ,34.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,HEATING WIRE,,,"Electric, Fan",,,,,Artence,Portable Heater,,,,"Cabinet, Desk/Tabletop, Window",,201-300 W,,,,,,220 V,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Heater HEAT-MC12/4 Plug Outlet Speace Heater   NEW/ BOXED,30.0, ,"['I purchased this heater for a very specific purpose. I needed a small heater to dry out a wood window sill for a window located in a bathroom shower (long story). This heater satisfied all of my requirements which included: small enough to fit in the space between the storm window and double hung window, generate enough heat to dry the space without over heating, have a thermostat, and operate continuously for a prolonged period of time. I have not had any problems operating this unit on a heavy duty extension cord (not recommended in instructions). This unit will automatically turn on and off as it reaches the temperature you set for the unit. It produces just enough heat to satisfy my need. Criticisms regarding the 12 hour time limit can be resolved by plugging this unit into a timer. When the power is shut off and then back on, the unit will run again for 12 hours intervals solving the problem of having to be present to restart the unit. This unit must be suspended to prevent blockage of the air intake located on the bottom of the heater.', ""Quality feels good, not cheap. Plug rotation feature is secure and not wobbly or junky at all. Heater pulls 297 watts when running, but pulls ~750 watts for about 30 seconds when you turn it on from cold. This is a powerful little heater, you would not want to put your hand directly in front of it for very long. Definitely enough to heat a very small space like a car, or heat up a small room which isn't quite warm enough. Has a thermostat which works well. The heater will run the fan for a bit and cycle down just as it should. It has a red LED which always stays on and give the impression of a hot surface so that you don't forget that the grill could still be hot.The heater sucks air in from the bottom where the fan is.Honestly, this thing has better construction and features than most space heaters I've owned.Cannot yet speak to reliability but based on the good circuit design it should last quite a long time."", 'We have an L shaped bath room and the  baseboard heater is on the long side. On cold days the far corner of the short side gets cold.  This gadget is perfect, set temperature and  shave in comfort. easy to use, takes no space. I saved about  $1200 by not adding another baseboard floor heater when  a $12 heater is perfect.  Kudos to the designer for a great product !!Ol George', 'I wanted this for a very small seedling starter greenhouse but will be unable to use it as it shuts off after 12 hours.  Also when you turn it back on it starts at 90 degrees.  You have to reset the temp and timer every time you turn it back on.  I also bought one for my daughter to use in her tack room for two barn cats but she is also disappointed because of the 12 hour turn off feature.  Only useful if you are there to turn it back on and reset every 12 hours.', 'While this thinks key feature is size, It works well.  Unfortunately the the other plug in a two receptacle outlet cannot be used while this is plugged in.  It blocks the free receptacle partially enough to render it non-usable. It does produce some small fast heat to a rathed general localized area. Is it worth $20.00?  Yes if you will use often, no if you dont require the convenience of it.  Cheaper and more effective heaters are available, its really based on the buyers preference and intended use.  Works great for heating up bathroom when done with showering.  I would reccomend this if you find yourself seeing it  be applicable in a scenario.  ', 'This is a great heater for a small area.I plan on using it for a walk in closet that seems to not get heated very well.I can turn this little guy on for five minutes or so and the problem is solved', 'Better than i expected because the plug works both ways into the outlet, this is good 4 me cause all my outlets are upside down &amp; heater has timer , &amp; low &amp; high..  compact &amp; small, low price i really thinks thats great.  Thx.', 'I love the fact that these heaters have a ground connection.  The third pole helps stabilize the heater in the socket and keeps it from leaning and possibly falling out, like the socket heaters with only two poles.  They are great for a small room like a bathroom. ', ""It is very small but it put out some nice heat for it's size.  I like the thermostat feature so it goes off when it gets to that temperature.  "", 'I’ve given 5 of these as gifts. They are perfect for a bathroom or office or reading area. They are powerful but only heat a small area. Buy using it in the morning by my chair while I read the paper or file paperwork I do not have to turn up my furnace. I can pre heat a bathroom when it’s below zero outside and avoid freezing the second I step out of the shower!Not intended to warm large rooms. ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Radiant,0609786668352,,Electric,Black,1,HEAT-MC12/4,Plastic,Handy Heater,Ceramic,"Digital,Touch,Switch, Switch, Push Button, Digital, Touch",Handy Heater HEAT-MC12/4,Indoor,"Garage, Wall, Wall,Garage, Compact",4x6x3 in,350W,,,,,ELECTRIC,120V AC 60Hz,"250 Sq. Ft, 250sq ft",2018,,12hr.,,Fan,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ac Heat register vent Fan Booster W/ Built In Thermostat 3"" x 10"" 4"" x 10"" White",34.99, ,"['Bought this booster fan to direct warm air into a utility room that has no heat.  I ran a short duct from my den, through a closet, and into the utility room.  I installed the booster in the duct opening in the utility room and it works like a charm.  It took a little bit to get it adjusted, but now whenever the heat is on in the den the fan comes on and draws it into the utility room, making a big difference in temperature.  A few minutes after the heat in the den shuts off, the booster fan shuts off.Overall a nice booster fan that runs quiet, efficiently, and gets the job done.', 'Bought for a room farthest from my furnace. Before the room had very little air flow so was cold in the winter. This makes a big difference. Works very well. That room is now about the same tempreture as the rest of the house.', ""Second time we've bought this product.  It works like a charm."", ""Just doesn't put out the airflow that I anticipated but still a good product"", 'Would like a little more air flow. But it is very quite.']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,China,Forced Air/Fan,,,"Fan, Electric",White,1,CM300W,Steel,Cyclone,,"Switch, Rotary Knob, Analog/Mechanical",,,"Baseboard, Floor",,101-200 W,,,,6 in,,120 V,,2016,,,1-Way,,,,,,,No,Steel,,,,,,,,,,,,,,,,,,,,"12.1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINI Portable Fast Heater Heated Heating Electric Cooler Hot Fan Winter 800W,32.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enerco / Mr. Heater, 6V/800MA Power Adapter,  F276127",, ,"['A great convenience to get the right 6v power adapter for my Mr Heater. Everything fits &amp; works perfectly. I believe its OEM and not some generic look a like.Original plug pin broke off inside so had to take heater apart, a little tricky, then push the broken pin through and out to make room for the new plug in jack. Be careful not to disturb wires and re-alien 4 screw holes if this happened to you.', 'I was going through 4 D cells in just a couple of days!  This adapter even makes the fan blow faster!   Recommend this!', 'The original MR Heater was worn and frayed similar to your iPhone charger cable. This replacement is the same, so there are no issues. It saved having to go buy more batteries.', 'It may never pay for itself but I am not sending batteries to some land fill.', 'I have batteries just in case, but I expect this adapter will pay for its self pretty quick', 'Is made by Mr HeaterBuilt very wellNot some flimsy aftermarket one ', 'Hot To Have It.Got to have it.very good.', 'The power adapter increased the blower capabilities and saved the expense of batteries.', 'I use it for a back up, it works great.  It has helped me out of power losses several times.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,089301761278,,,,,F276127,,Mr. Heater,Portable Heater,,F273767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900W Personal Compact Space Heater - Office Desk,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,,,,,,3,Does not apply,ABS Plastic,Unbranded,Desktop,,,,,,,,,,,,220V,,,,,,,,,,,,,,,,,,,,,,,,,,,20x10x18cm,,,,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1pc,10㎡,,,,,,,,,,,,,,,,,,,,,,,,
Personal Space Heater Compact Desktop Size 1500w 120v Jetery JT-4100 ET4,32.95, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,Does not apply,,,Silver,,JT4100-Silver,,JETERY,,,,,,,,,,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JT4100-Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"F221879 28712 SALAMANDER TORPEDO 125,000 BTU KEROSENE HEATER FUEL NOZZLE 28742 ",32.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Forced Air/Fan,,,Kerosene,,Variable,ENERCO 28712 F2218979,Brass,ENECRO 28712/F221879,,,28712 F221879 28742 8742 115992-01 8714HR,,Floor,,,,,,,,120 V,Greater Than 1000 sq ft,,"125,000",,,,,,,,,,Brass,,,,,,,,,6-10 gal (20-38 L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell 360 Degree Surround Heat WHITE Heater Electric 1500W Portable,32.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,092926393601,,Electric,Black,,HHF360VWM,,Honeywell,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
