Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Colour,Custom Bundle,Modified Item,Item Depth,Item Width,Energy Efficiency Rating,Material,Tank Capacity,Power Source,Type,Features,Operating Sound Rating,Energy Efficiency Ratio (EER),MPN,Mounting Location,Item Length,Area Covered,Number of Heat Settings,Power,BTU Heating Rating,Brand,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,UPC,Tonnage,Color,Rated Voltage,Mounting Hole Distance:,Mounting Hole Size,Size,Cooling Method,Cable Length,Weight,EAN,Country/Region of Manufacture,Air Direction,Manufacturer Part Number,Smart Home Compatibility,Prop65_fl,Item Height,Manufacturer,Prop65Warning,Country of Origin,Year Manufactured,Smart Home Protocol,ISBN,Perfermance 2,Product Name,Temperature,Application,Cover material,Lead wire,Energy Star,Perfermance 1,Current Rating,Marke,Rated Power,Mounting Hole Distance,International Availability,Compatible Brand,Compatible Model,Department,Product,Refrigerant,Timer Control,Manufacturer Warranty,Corrugation Length,Heating material,Location,Bundle Listing,Depth,Heater Style,Heating mode,Heating Wattage,Height,Mounting distance dimensions,Recommended Environment,Power Type,Recommended Location,Actual Color,Object Type,Handmade,Item Weight,Temperature Tolerance,Heat Material,Range,Shell Material,Gift,Shipping,Country Of Origin,Package Contents,Wire  Length,Wire width x thickness,Perfermance,Cable length,Product Type,Country of Manufacture,Item model number,Package Dimensions,Warranty,Maximum power,Placement on Vehicle,fit 1,Style,Part Type,OutOfStockControl,Control Type,Energy Rating,Wattage,Wire Length,Item Type,Noise,Feature,Patio Heaters Type,ProductType,Head Material,Pin,Usage,Body Material,Current Amp,inv,select,Kero-Sun Omni 85 I-L Wick,Wick 509,Hole Diameter,Color:,Final Product,Size:,Compatible Product,HeatMate CTN110 Wick,KeroHeat HMN-110 Wick,Measurement (Approximate),Redstone Wick,Resistance Properties,Name,Rated power,Rated frequency,Rated voltage,Applicable area,Control method,Recommended environment,Applicable,Package Included,Power Wire Length,Product color,Product function,Product power,Product size,Product voltage,Power supply,Unit Type,Plug Type,*1. Voltage,*2. Shell color,*3. Length of power cable,*4. Power,*5. Product size,Product Dimensions,Domestic Shipping,California residents,International Shipping,Shipping Weight,Applications 2,Applications 3,Function 1,Function 2,Batteries Required?,Assembly Required,Heating Method,Item Dimensions LxWxH,Is Discontinued By Manufacturer,Non-Domestic Product,Kero-World KW-23B
1x Portable Heater Dryer Heating Cooling Windshield Defroster Demister Universal,16.46,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,Plastic & Metal,,,regular,Allows you to defrost your windows quickly.,,,Q0EYMJI4MQ,,,,,150W,,Unbranded/Generic,,,,,,12 V,Does Not Apply,,Black,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,China,,,,,Front,for universal,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage GE General Electric Portable Coil Fan Heater Model F41H4 (Sold As Parts),20.0, , ,,Coil,F41H4,,No,No,,,,,,Electric,Radiant Heater,Portable,,,,,,,,,,GE,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car Heater Portable Electric Heater Heating Cooling Fan Defroster Defogger Tool,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Car Heater,,,,,,,,,,,Unbranded,,,,,,,Does not apply,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soleil MH-08B 250 Watt Personal Electric Ceramic Space Desktop Heater Black ,19.95,30-day returns,"[""Brand new with zero scratches he's will give it a go tonight. Have 2 more of these that where bought at Walmart for 10$ over one year ago, Worked great and excellent for small spaces and safe for pets.  My cat has a red one and when he rubs all over his heater and knocks it over it automatically shuts off and I love the red light which is the indicator to let me know it is on. "", 'works great but only for small spaces it only uses 250watt but it doesnt have a spike when first turning on so its good to use with batterys power if your camping or what not lol, anywyays i would recomend this to anhone who has a small space to heat and dont want to use that much electricity. i would buy again if i had to ', 'I received this quick! Great product! Recommend ;)', 'Warm and nice.no smell', 'For $15 you can’t beat it, warms up my room. Thanks.', 'Good quality.', 'Very nice for the price', 'Pequeño,  práctico,  me encantó!!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,Soleil MH-08B,,,,6 in,"8""",,"Ceramic, Steel",N/A,"Fan, Electric",Portable Heater,"Auto Shut-off, Timer",None,3 or Less,MH-08B,"Floor, Wall, Desk/Tabletop",N/A,101-150 sq ft,1,201-300 W,2000-2999 BTU,Soleil,"Switch, Push Button, Touch",Stainless Steel,A+++ - G,Forced Air/Fan,Less Than 80%,120 V,0815900020757,,Black,,,,,,,,,China,1-Way,,,,,,,,2000,HomePlug,,,,,,,,Compliant,,,,,,,,,,,,,,,,,,,,,,,,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Ptc Heating Heater Convenient 12v Heater 5.5 * 1.3 * 1.0inch,15.05,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,As The Descriptions Show6,As The Descriptions Show5,,As The Descriptions Show2,,,As The Descriptions Show1,,,,Does not apply,,As The Descriptions Show7,,,,,Unbranded,,,,,,,665331904757,,As Picture Show,,,,As The Descriptions Show3,,,,Does Not Apply,,,,,,As The Descriptions Show4,,,,,,Does Not Apply,,,,,,,,,,,,,,As The Descriptions Show9,As The Descriptions Show10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,As The Descriptions Show8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROBESON 2606-38,2612-32,2615-91,2617-32 KEROSENE HEATER WICK,IGNITER,BRUSH,PLUS ",17.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,"48025, ROBESON",,,,,,,,,Kerosene,Portable Heater Wick,,,,48025,Floor,,,,,,World Marketing of America,,,,,,,013204480257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pack of Mr Four Heater F273117 Replacement Thermocouple Lead, 12.5""",19.99,30-day returns,"['Installed this on my old Mr. Heater single sunflower heater because I damaged the old thermocouple. It fit perfect and installed it in minutes using a 10mm and 8mm wrench. Now my heater works good as new. Note: I set the tip as far away from the heating element as possible, with the tip parallel with the face of the heater, and it only takes 5 seconds for the unit to run in auto. I recommend.', 'Just the most beautiful flame sensor i purchased for this unit. Mr. Heater likes it oh so much! Says it gets him ""Hot"" !', 'Thermocouples for Mr. Heater assemblies are slightly different than normal (off the shelf) thermocouples.  This one fit properly and worked great after installed.  Good value for the low price.', 'Arrived fast... Easily installed in the Heater and ""Working Great""..  just in time for Winter outdoor BBQ patio time...  We can BBQ 365 except for rain days......Thanks!!', 'This product is great price and works great.  Cheaper than buy a whole new system', 'I have two Mr. Heaters that stopped working.  Now they both work like new.  It was an easy fix and much cheaper than buying new heaters.', 'Perfect fit for my propane portable heater.  Works like a charm now.', 'Works great fixed the problem I had burner would not stay lit now it does with this product', 'Was what I needed to get my heater back going. Worked good.', 'Used it for a small propane fire pit. Appears to put out over 30 mAmps. Worked perfect.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,F273117,,,,,,,Mr. Heater,,,,,,,Do not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Glo RW16CP Kerosene Heater Replacement Wick w/ Ignitor NEW,19.99, ,"['This is an original manufacturer replacement wick that includes an igniter.  I am very pleased with the quality and price. I know that it will perform well for me.I ordered a 2nd wick after successfully installing the first one with the excellent installation video provided by Dyna-Glo.I love it!', 'Product works great, nice full round even flame during burn.', 'This wick fit as it should and my heater now works as well as it did when it was new. ', ""This is 'OEM' Dyna-Glo replacement wick, with ignitor.  Great quality - fitment - durability."", ""The wick did't go up as high as original, but its quality is excellent."", 'Great wick. Burns as should. Great replacement and easily installs.', 'good fit  fast delievery', 'GRATE ‼️🤟 ya', 'Fits and works great', 'All-some great wick.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,RW16CP,,,,,0.500,,NA,,Kerosene,Kerosene Heater Replacement,,None,,RW16CP,"Floor, Desk/Tabletop",,100 sq ft or Less,1,,,Dyna-Glo,"Push Button, Analog/Mechanical",,,Radiant,85-90%,Not Electric,0872076025535,,"White, Beige, Orange",,,,,,,,,,1-Way,RW16CP,,,,,,,2018,Infrared,,,,,,,,,,Less Than 5 A,,,,,Dyna-Glo,RW16CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Flame Sensor Kit for All Kerosene Forced Air Heaters,17.35, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,Does not apply,,,,,,,,,,,Does not apply,,,,,,,711181321821,,,,,,,,,,0711181321821,,,,,,,Mr. Heater Corporation,,China,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 Pounds,,,,,,,,,,,,,,,F226865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 x 4.5 x 2 inches,,,,,,,,,No,Yes,Forced Air,4 x 4.5 x 2 inches,No,,
Dyna-Glo RW16CP Kerosene Heater Replacement Wick w/ Ignitor NEW,18.88, ,"['This is an original manufacturer replacement wick that includes an igniter.  I am very pleased with the quality and price. I know that it will perform well for me.I ordered a 2nd wick after successfully installing the first one with the excellent installation video provided by Dyna-Glo.I love it!', 'Product works great, nice full round even flame during burn.', 'This wick fit as it should and my heater now works as well as it did when it was new. ', ""This is 'OEM' Dyna-Glo replacement wick, with ignitor.  Great quality - fitment - durability."", ""The wick did't go up as high as original, but its quality is excellent."", 'Great wick. Burns as should. Great replacement and easily installs.', 'good fit  fast delievery', 'GRATE ‼️🤟 ya', 'Fits and works great', 'All-some great wick.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,RW16CP,,No,,,0.500,,NA,,Kerosene,Kerosene Heater Replacement,,None,,RW16CP,"Floor, Desk/Tabletop",,100 sq ft or Less,1,,,Dyna-Glo,"Push Button, Analog/Mechanical",,,Radiant,85-90%,Not Electric,0872076025535,,"White, Beige, Orange",,,,,,,,,"Korea, Republic of",1-Way,RW16CP,,,,,,,2018,Infrared,,,,,,,,,,Less Than 5 A,,,,,Dyna-Glo,RW16CP,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW 3-pack KERO WORLD KEROSENE HEATER WICK FITS SY-13 SY-35 HEATERS 28031,18.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Kerosene,,,,,28031,,,,,,,KERO WORLD,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Dainichi Blue Heater FM-61B Brochures lot of 3,19.95, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,6200,,,,,,,,,"Electric, Kerosone",Portable Heater,,,,,"Desk/Tabletop, Floor",,,,,,dainichi,Dial,,,Forced Air/Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater 5' Propane Hose Assembly 3/8"" Thread F276124",15.95,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,,,,,6 in,,,Brass,1 gal or Less (5 L),Propane,,,None,3 or Less,F276124,Floor,,100 sq ft or Less,,Less Than 10 W,Less Than 2000 BTU,Mr. Heater,Analog/Mechanical,Stainless Steel,,Convection,Less Than 80%,12 V,0089301761247,,Black,,,,,,100 sq ft,,,,,,Universal,,,,,,2014,Thread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(New) Comfort Zone Personal Ceramic Heater, Blue #CZ410BL",18.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,CZ410BL,,No,No,,,,,,,,,,,Does Not Apply,,,,,,,Comfort Zone,,,,,,,075877250698,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,
Mini Electric Heater Portable Desktop Winter Fan Air Warmer Office Home D2N4,15.77,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,as shown,,,,Does Not Apply,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mini fan heater,500W,50Hz,220V/110V,less than 10 square meters,switch,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Car Heater 12 / 24V Defroster Windshield Degree Rotation C4F9,15.34,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,as shown,,,,Does Not Apply,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KEROWORLD KW-11 (B-F), KC1100, 1104, KEROSENE HEATER FUEL TANK CANISTER CAP *BN",16.99,26 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,K-1 KEROSENE,Kerosene Heater,Portable,,,WS-CT01R,,,,,,,KEROWORLD,,,,,,,Does not apply,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuel Canister Tank Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envirotemp 23-DK Wick  Portable Kerosene Heater  KeroWorld Wick # 28033 w/ Pins,19.69, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Sears 35112,,,,,,,,,Kerosene,Replacement Wick,"Envirotemp 23-DK Wick, Medallion AWHC2323 Wick, Comfort Glo C22800 Wick, Sears 35112 Wick, Robeson 23000 Wick, Robeson KH5-2623WG Wick, Envirotemp 30441 Wick, American AWHC2323 Wick, Corona 23-DK Wick, Corona 30441 Wick, Portable",,,28033,,,,,,,KeroWorld,,,,,,,0013204280338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wick 28033
Fireplace Floor Heater Electric 1500W,19.99, , ,,,,,,,,,,,,Electric,,,,,,Floor,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Heater Pure Warmth Portable Space Heater 1200w - As Seen on TV,19.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,pure warmth 1200w,,,,6.69,6.40,,,,Electric,Portable Heater,,Standard,,21008,Desk/Tabletop,5.73,100-300 sq. ft,3,,,Handy Heater,,Ceramic,,,,1200w,735541199202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soleil MH-04W 350W Ceramic Heater Plugs In White,19.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,Ceramic,,,,,,,,,,,,,,Soleil,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerosene Heater Replacement Wick -503K,17.55,30-day returns,"['It is very important to obtain the correct wick for any Kero-Sun heating unit.I have an older unit that still works great and I always keep it clean and in goodworking order.  When it is time to replace my wick, I seek out only the best availableparts to maintain the unit and provide the cleanest heat possible.', ""Works great. Easy to install. Just make sure you have the right one for your heater. If you don't have the right one for your heater, it will not install or work. Be sure!!"", 'Perfect for my Keroseen heater. Our house is warm!', 'I am not going to provide a photo at this time, but know that if you take the time to review the instructions and if you have a method of viewing the proper care of this product, you will not go wrong.', 'It arrived very quickly and had great instructions and even offered a phone number for more help', 'Performs as expected, Easy to install.  very quick delivery', 'Wick works great and is OEM material.', 'Work very well very pleased to have it glad we got it', 'Easy to use ', 'Works Great! Thanks!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,N/A,,,,,,,,,Kerosene,Heater Wick,,None,,503K,Wall,,,1,,,World Marketing of America,Analog/Mechanical,,,Radiant,Less Than 80%,Not Electric,0013204105037,,"Beige, Blue, Black",,,,,,,,0013204105037,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Heater Dryer Heating Cooling Fan Windshield Defroster Demister Acc,16.40,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,Plastic & Metal,,,regular,Allows you to defrost your windows quickly.,,,Q0EYMJI4MQ,,,,,150W,,Unbranded/Generic,,,,,,12 V,Does Not Apply,,Black,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,China,,,,,Front,for universal,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
