Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,UPC,Color,Air Direction,Energy Star,Manufacturer Part Number,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Country/Region of Manufacture,Custom Bundle,Modified Item,Manufacturer Warranty,Timer Control,Smart Home Protocol,Year Manufactured,Cable Length,ISBN,Size,Smart Home Compatibility,Refrigerant,Current Rating,Tonnage,Accessories,Form Factor,Indoor or Outdoor,Wattage,Regency Use,Tip-Over Safety Switch,Shipping,Width,Room Coverage Area,Recommended Environment,Heater Style,Heating Technology,Heating Wattage,Height,Manufacturer Color,Part Type,Package Contents,Normal temperature resistance,Country of Origin,Mounting & Moving,Heating Capacity,Heater Type,Unit Quantity,Unit Type,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Package,Model Number,Piece Count,Style,Battery Included,Length,Room Size,Indoor/Outdoor,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),Heat Methods,Depth,Heating Product Type,Baseboard Heating Type,Heat rating (BTU/hour),Hydronic,Product Length (in),Heating Technology Type,Vented,Thermostat,Pack Size,globalTradeItemNumber (GTIN),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,Compatible Brand,Product Dimensions,Heating Method,Item Dimensions LxWxH,Compressor Type,Item model number,Warranty Description,Assembly Required,Batteries Required?,Number of Pieces,Included Components,Main material,Power input,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Fuel Type,Item,Mount Location,Number of Elements,Origin,Certification,Energy Rating,Battery Size,Number of Batteries,Battery Capacity,Battery Life,Motor Type,PackQty,Number of Cool Speeds,Country of Manufacture,Product,Compatible Model,Dosage,Book Tittle,Department,Format,Language,Connectivity,Author,Suitable for Safe Rooms,Programmable Timer,Clearance,Application,Certifications,Warranty,Bundle Description,Weight,Finish,Power (W),Heat Output,Gift,Model No.,ASIN,Binding,Studio,ReleaseDate,Publisher,ProductTypeName,ProductGroup,NumberOfItems,MaterialType,Label,PackageQuantity,Use,Cooling System,Product Name,Thickness,Hand Warming Temperature,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Use:,Feature2:,Feature7:,Application:,Feature5:,Feature:,Function 2:,Area Heated:,Button Battery:,Feature3:,Number of Speed Settings:,Feature4:,Feature 6:,Function 1:,Feature8:,Maximum Power,Pattern,Material Care Instructions
Comfort Zone Baseboard Heater Dent-Proof Digital Convection Portable 35 in. H,68.09,30-day returns,"['excellent convection heater , low power draw than my smaller electric portable space heaters. the thermostat though lower setting; the actual temperature register or indicated on display is often 10 degree higher and needs to be re-set via turning off/on the heater. jeg70', ""It's awesome.  Very efficient, dead silent and with the thermostat and trimmer I can precisely set the room temp I want for the time I want. "", 'Perfect for our walk-in closet that is always freezing in winter.  I really like the feature that allows you to automatically control the temperature of the room.  It keeps the closet from getting too hot. ', ""I had another heater in the room that just wasn't doing the trick. Fan would run all the time and not produce enough heat. Replaced it with this unit and am so happy with it. Nice and quiet , too !!"", 'something inside of unit was rtling and could not set the unit to work to opperate! tosed out and got another similar unit, could have been due to shipping?', 'This heater works excellent! Maintains set temperature and makes the whole room feel comfy and warm.', 'Working great puts out good heat ', 'I do like it very much.  Great in my home office when I need extra heat!', 'It works great after it’s broken in . My daughter Loves it.', 'Great controls']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Electric,"Baseboard Heater Heaters, Baseboard Heater",Convection,Baseboard,,Metal,1,"Switch, Remote Control, Digital",CZ650,120 V,"Timer, Indoor",,750/1500,,,,,,,7.4,CZ650B,,,,,,,,,,0075877125521,0075877125521,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DuraHeat XTR4000 Portable Workspace Heater 5,120 BTU's",66.4, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Dura Heat,Electric,Convection Heater,,,,,,,XTR4000,,,,,,,,,,,,XTR4000,,,,,,,,,,,013204040000,"Yellow,Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater 1500-Watt Oil-Filled Radiator Electric Heating Thermostat Black,68.57,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Pelonis,Electric,Portable Oil Filled Radiator,Radiant,Floor,,Cast Metal,3 Heat,,,120 V,,,,,,,,,,,HO-0279,,,,,,,,,,07445023614620,7445023614620,Black,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,Oil-Filled,,,,,,,,,,,,,Medium,Indoor,13.98 in,"Handle,Thermostat,Wheels",1500 W,Blacks,500,Dial,11.02 in,12.5 A,ETL Listed,"Auto Shut Off,Tip-Over Safety Switch",25.20 in,70,120,Electric,17.38 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Bladeless 1500-Watt Electric Ceramic Oscillating Space Heater AW315,66.0, ,"['The slim design takes up little space, it puts out heat very quickly and the remote control is a great feature!', 'After doing a lot of research I chose this heater because it had reviews from others saying it heated large rooms. I have an open kitchen to LR and it does heat up both so much that I have to run on low I get to hot. My previous heater was also a lasko. But the difference with this one is it heats the air not objects in the room. I would buy another. Differences are infared heats objects in room convection heats the air. ', 'I thought by it being blameless it would be silent operation but it is a little noisy. Otherwise nice design.', '   I have been using this heater for about ten days and it still emits a very strong unpleasant smell when turned on. It lasts about twenty min into the use of it. I WILL be returning it as I can no longer tolerate the smell as it makes both me and my wife nauseous. ', 'works great']",,Lasko,Electric,Portable Heater,Convection,Floor,,Ceramic,2,"Remote Control, Digital, Touch",Lasko AW315,120 V,"Auto Shut-off, Timer, Oscillation",,1001-1500 W,Coil,Brass,NA,None,Less Than 2000 BTU,151-200 sq ft,10.8 in,AW315,3 or Less,"9""",8.1 in,1 gal or Less (5 L),A - G,,,,,,0046013776358,"Gray, Black",1-Way,A,,,,,,China,No,,3 Years,8 hrs,NA,2021,NA,,,ADT Pulse,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heater Heating pad Replacement 110V-220V Silicone Printer Heated Wires,66.45,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",unbranded,Electric,Silicone Heater Mat Pad,,,,Silicone,,,Heating Pad,110/220 V,,,1400W,,,,,,,,Does Not Apply,,,,,,,,,,,,As Pictures Show,,,,,,,,,,,,,,,,,400 * 400 * 1.5mm,,,,,,,,,,,,,,,,,,,,,Heating Pad,75.63 (Ω),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250W 220V Heater 12V DC Fan Thermostatic Egg Incubator PTC Fans Heating Element ,69.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Fan,Portable Heater,Forced Air/Fan,"Baseboard, Desk/Tabletop",,PTC Thermistor,1,"Analog/Mechanical, Switch",Fan Heater,12 V,"Safety, Heat Up Quickly, Long Service Life, Self Control Temperature, Small Sound, Auto Shut-off",,<800W,Coil,PTC,95-100%,11-20 dB,Less Than 2000 BTU,,See The Discerption,Does Not Apply,,See The Discerption,See The Discerption,,,,,,,,Does Not Apply,Black,1-Way,Compliant,,,,,,China,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heat Radiation By Air Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80412 Strip Heater,Silicone Rubber,9 In. L",67.17, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Tempco,,,,,,,1,,SHS80412,120 V,,,,Strip,,,,,,,SHS80412,,,,,,,,,,,,,,,,,,,,,,,,,,,15.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Comfort Recirculating Utility Electric Space Heater,66.17,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Patton,,,,,,,,,,,,,,,,,,,,,PUH4842M-RM,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Space Heater 1500W Ceramic PTC Heating Oscillating White Plastic,67.25,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Comfort Zone,Electric,Tower Heater,Forced Air/Fan,Floor,,,,,,,,,1001-1500 W,,,,,,251-300 sq ft,6.25 in,CZ457EWT,,,,,,,,,,07445044527534,7445044527534,White,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,17.72 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bionaire Silent Micathermic 1500W Console Heater BH3900 - Works Great!,70.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Bionaire,Electric,Portable Heater,Micathermic,Floor,,,5 or More,Touch,Bionaire BH3900,120 V,"Ultra Lightweight Design, Whisper Quiet, Tip Over Protection",,1001-1500 W,,,,,,,20 in,BH3900,,9 in,26 in,,,,,,,,,Gray,,,,,,,,,,,,,Powerline/UPB,,,,,,,,Less Than 2 tons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iHeater Portable Electric Infrared Heater Model IH1500 5 Element 1500W ,67.89,Last item available, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",iHeater,Electric,Portable Heater,,,,,,,iHeater IH-1500,,,,,,,,,,,,IH1500,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Automatic Whole Room Vortex Circulation Digital Display Heater W/ Remote,69.95, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Vornado,Electric,Portable Heater,Forced Air/Fan,"Desk/Tabletop, Floor",,"Plastic, Metal",2,Digital,EH1-0097-85,120 V,"Auto Shut-off, Timer, Vortex Heat Circulation",,1001-1500 W,Coil,Unknown,Unknown,None,Unknown,251-300 sq ft,9.25 in.,"EH1-0097-85, TAVH10, AWRH",Unknown,11.63 in.,12 in,Not Applicable,A+++ - D,,,,,,043765015070,Gray,Vortex,Compliant,,,,,,China,No,,None,12 hrs,None,2021,6 ft,,,None,Not Applicable,10.1-15 A,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VINTAGE CHROMALOX BASEBOARD HEATER BB-HI-24-2 (28"") 500/375 Watts NIB",69.95, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Chromalox,,Baseboard Heater,,,,,,,BB-HI-24-2,,,,575/375 Watts,,,,,,,,BB-HI-24-2,,,28 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plug In Wall Heater Electric Handy Ceramic Space Fan For Office Home,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,"Electric, Fan",Portable Heater,Forced Air/Fan,Wall,,Ceramic,,Push Button,Does Not Apply,220 V,Auto Shut-off,,800 W,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,China,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadet Electric Baseboard Heater 48"" 240V 1,000W High Temperature Safety Almond",65.43,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,Electric,Baseboard Heater,,Wall,,,,Digital,4F1000A,240 V,,,,,,,,,,,4F1000A,,,,,,,,,,0027418065094,0027418065094,Beige,,,,,,,,,,,Varies Manufacturer Warranty,,Varies Smart Home Protocol,,,,,Varies Smart Home Compatibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LivePure Turbine Vortex Auto Duster Oscillating 1500w Heater w/ Filter - Grey,69.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LivePure,Electric,Portable Heater,Forced Air/Fan,,,PVC,2,"Digital, Remote Control, Switch",LP2000HTR-G,110 V,Oscillation,,1500w,Strip,,,,,,,LP2000HTR-G,,,,,,,,,,,,Grey,,,,,,,,,,,1 Year,12 hrs,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30 In. 500-Watt 240-Volt Electric Baseboard Heater in White, with Thermostat",68.82, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0313030926920,313030926920,White,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,500/375,Whites,,,30,,ETL Listed,,6.75,,240/208 V,Electric,6,,,Baseboard,Electric,1706,No,30,Convection,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Dog House Heater Wall Mounted Outdoor Pet Enclosure Heating Tool 300 W,70.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Does not apply,Electric,Does not apply,,Wall,,Metal,3 Heat,,,,,,,,,,,,,,,,,,,,,,,,,7445048022097,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,Small,Outdoor,10.3,"Fan Included,Quiet Operation,Thermostat,Vented",300,Blacks,12,Dial,7.4,1.63,ETL Listed,"Auto Shut Off,Cool-to-the-Touch",12.7,96,115 V,Electric,5.1,,,,,0,,,,,,1,00854303006784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Remote Insert Log Fireplace Space Heater 3D Flame Stove LH-24,,30-day returns, ,,Unbranded,Electric,Electric Fireplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80414 Strip Heater,Silicone Rubber,9 In. L",67.17, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TEMPCO,,Flexible Strip Heaters,,,,,,,SHS80414,120,,,,,,,,,,,SHS80414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CLASSIC CLCU75-2 Hydrnc Bsebrd Htr,24 3/4""x9 1/8""x3 3/8""",66.23, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",CLASSIC,Hydronic,Baseboard Heater,,"Baseboard, Floor",,"Steel, Aluminum",,,CLCU75-2,,,,,,,,,,,,CLCU752,,,,,,,,,,0700202008315,700202008247,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornadobaby Portable Nursery/Office Heater/Fan ~ Yellow and White (EH1-0137-43),68.75, , ,,vornadobaby,"Electric, Fan",Portable Heater,Forced Air/Fan,Desk/Tabletop,,Ceramic,1,"Push Button, Touch",(EH1-0137-43),12 V,Auto Shut-off,,,Coil,,100%,,Less Than 2000 BTU,,"10""",EH1013743,,"7""","11""",,,,,,,,0043765012598,White,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110/220V Portable Electric Home Heater Fan Heating Cooling Winter  ❥ T,68.77,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded/Generic,Electric,,,Tabletop,Multicoloured,,2,Switch,,110/220 V,Handle,,,,,,,,,,NXJ2994164,,,,,,,,,,,,,,,,,,,,Unknown,No,No,,,,,,,,,,,,,,,,,,,,,Indoor,,Forced Air/Fan,1000/1800W,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timerless,Any Room,1 x Electric Heater,"Warm wind 1800W, Cold wind 1000W",180 °,1.5 meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater, Big Buddy, 12', Hose Tank To Quick Disconnect F271803",66.99,7 watchers,"[""I've had a Buddy heater for a couple years now, but hadn't worried about hooking up the BBQ grille tanks since I had a stockpile of the little camping propane cylinders from years of prepping. But this winter I realized we could be in for a few days without power like back in 1993, so I didn't feel secure about having enough gas to last. There are only two negatives I have with this hose, but it's still a five star product. The problems are:1) I wish it was longer. Placing the cylinder outside and running the hose through a window limits placement of the heater drastically with only tells feet of length.2) It takes quite a while to get the hose filled with propane to the point where the heater will light. That's to be expected, but that also means a fair amount of gas is lost when disconnecting.Neither of these two problems are really problems per se, just inconveniences.The heater is a really awesome unit. The hose just makes it exponentially better. Buy it."", ""I hooked it up to my LP bottle. You need to push the quick disconnect up until the slide moves up to lock it. It's a little tight but it is a good connection when complete. Bled the air out of the hose with a screwdriver in the quick disconnect. Then hooked it to the heater. It lit up quite quickly. Ran it through all the settings from Pilot, low, medium, to high. Worked very well. Has a nice pliable rubber hose, even in 30° temperature. A little pricey. Otherwise good. "", 'This was delivered a month ago and we have used it daily, until today..The regulator blew a diaphragm inside I guess and was shooting ice cold propane all over the place.  We were not even using it when this happened, luckily or we would have been blown up. Great hose, crappy regulator.  New one is 2 stage and set me back about $30. ', 'The new tank connection, righty tighty, lefty loosey,  is much easier to use.  Nice, well made hose and regulator combo. The quick disconnect end is also handy.', 'Males using Heater much easier', 'Exactly as described fit with no problem', 'Great product a must if u r going to use it alot', 'No Issues. Just a great product. Works as advertised.', 'It works as described and easy to install.', ""It's plenty long enough to reach my heater from outside pretty kool""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,,Infrared,,Wall,,,,,F271803,,,,,,,,,,,,F271803,,,,,,,,,,,089301718036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
