Title,Price,Sold,Reviews,Condition,Brand,Type,Features,Power (W),MPN,EAN,Heating Element Format,Model,Colour,Control Type,Custom Bundle,Location,Manufacturer Colour,Modified Item,Width,Size,UPC,Non-Domestic Product,Material,Power Source,Mounting Location,Number of Heat Settings,Area Covered,Power,Control Style,Heating Element Material,Height,Depth,Heating System,Voltage,Color,Assembled Product Dimensions (L x W x H),Power Type,Manufacturer Part Number,Recommended Location,Assembled Product Weight,Manufacturer,ISBN,Timer Control,Item Length,Smart Home Protocol,Item Width,Bundle Listing,Unit Quantity,Unit Type,Bundle Description,Country/Region of Manufacture,Customized,Item Weight,Modification Description,Motorized,Personalized,Cable Length,Year Manufactured,Design,Voltage Supply,Item Depth,Operating Sound Rating,Annual Fuel Utilization Efficiency (AFUE),Air Direction,Number of Cool Speeds,Heating Technology,BTU Heating Rating,Room Coverage Area,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),Style,Noise Level,Manufacturer Color,OutOfStockControl,Item Height,Prop65_fl,Prop65Warning,Current Rating,Manufacturer Warranty,Connectivity,Product Weight (lb.),Power/Fuel Type,Product Width (in.),Indoor/Outdoor,Amperage (amps),Room Size,Portable Heater Features,Product Depth (in.),Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Product Height (in.),Portable Heater Safety Features,Cord Length (in.),Voltage (volts),Heater Controls,Smart Home Compatibility,Heating Method,Item Dimensions LxWxH,Assembled Height (Inches),Use Location,Current Rating (Amps),Lowe's Exclusive,Energy Saving Setting,Thermostat,Warranty,EC Range,Manufacturer Color/Finish,Anti-Freeze Setting,Remote Control Included,Portable,Timer,Package Quantity,Series Name,CA Residents: Prop 65 Warning(s),Suitable for Safe Rooms,Wattage,Application,Certifications,Clearance,Heating Wattage,Maintained Operational Temperature,Recommended Environment,Remote Control,Compressive strength,Power deviation,Cable length,Product Name,Thickness,Shipping,Heat Output,Country of Origin,Compatible Brand,Voltage / Wattage / Amperage,Poultry Species,Hatching Egg Breed,Built In Thermostat,Clearance to Combustible Materials,Product Color / Weight,Product Dimensions,Programmable Timer,Remote Control / In-Cord Switch,RESTOCK FEE,Heating BTU,Tonnage,Product Width (in),Cord Length (in),Area Heated (Sq Ft),Heat rating (BTU/hour),Pack Size,Product Height (in),Color Family,globalTradeItemNumber (GTIN),Product Weight (lb),Certifications and Listings,Product Depth (in),Power consumption,Product weight,Heater type,Fins width,Package includes,Oil volume,Power supply,Indoor/outdoor,Item model number,Warranty Description,Department,Finish Types,Number of Pieces,Volume,Is Discontinued By Manufacturer,Batteries Required,Import Designation,item_length,item_width,Accessory Type,Use,Price,Seller,Returns,Service,Satisfaction,USA Shipping,Customer service,Shipping Exclusions,Topic,Language,Age Level,Refrigerant,PackQty,Compressor Type,style,Heater Style,Date Made,Dimensions,Features 1,Features 2,Source,2 heat settings,Carry Handle,Mount Location,Product Length (in),Bulb Type,Number of Elements,Energy Rating,manufacturer_part_number,Origin,Certification,Model Number,Insulation,Pattern Name,Battery Capacity,Battery Life,Weight,Length,Number of Batteries,Battery Size,Battery Included,Motor Type,SKU,StoreCategoryID,Output Power,Gift,Hight,UPC/GTIN Code,Mor Electric Heating SKU,Assembly Required,Firmness,Mount Type,Number of Items in Set,Product,Set Includes,Binding,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,NumberOfItems,Label,Model No.,Application/Usage,Area Coverage,Form Factor,Heating Element,Input Current,Input Voltage,Maximum Heat Power,Oscillation,Power Consumption,Product Model,Product Type,Weight (Approximate),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,brand name,Heating method,Overall Height,Overall Width,Heating Element Type,Cord Length,Plug Type,UL Listing,Minimum Heat Power,Baseboard Heating Type,Hydronic,Heating Technology Type,Vented,Heating Product Type,Home Decor Style,Price Per Unit UOM,Fuel Type,Count Per Pack,Country of Origin - Textiles,Finish,Is Portable,Count,Age Group,Color Category,Contained Battery Type,Recommended Use,PPU Quantity of Units,Piece Count,"Cleaning, Care & Maintenance",Shape,Maximum Room Size,Power Options
Dreo Space Heater for Indoor Use 1500W Fast Heating Ceramic Electric Heater w...,72.93,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Dreo,,,,Does not apply,Does not apply,,Does not apply,,,,,,,,16 inch,860006539566,,,,,,,,,,,,,,Black,,,,,,,0860006539566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewAir Radiant Space Heater Automatic Temperature Control Heats 40 sq. ft. 400 W,72.59,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Does not apply,,,AH-400,07445017879882,,AH-400,,,,,,,,,744759066510,,,,,,,,,,,,,,White,2100 x 500 x 1650 Inches,Electric,AH-400,Indoor,645 lbs,NewAir,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(US Standard 110V)Portable Space Heater 1000W PTC Ceramic Heating Cooling Dual,74.23,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,As The Descriptions Show,,,Does not apply,7611358032754,,Does not apply,As Picture Show,,,,,,,,661768116190,,As The Descriptions Show,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remington REM-16-TTC-O 16000 BTU Portable Propane Tank Top Heater #0783559,70.0, ,"['It does work good for the price it good it be great for camping or working in a small garage', 'It would not stay lit so I researched and learned I  had to adjust the thermocouple by bending it towards the inner screen but it has to be about 1/4” away from the inner screen to work properly. It works good after adjusting it in this manner.', 'Wonderful, does exactly what it should at an amazing price. Infact I bought 2 and considering a third.', 'ITS NOT FOR INDOOR USE AND I SEEN OTHER THE SAME THAT SAID INDOOR OR OUTDOOR USE', ""Love my heater it's great."", 'Good product ', 'Arrived on time. Works ok.', 'it work,s  keep,s me warn.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Remington,"Tank Top, Portable Heater","Portable, Outdoor",,REM-16-TTC-O,0657888160373,,REM-16-TTC-O,,,,,,,,,0657888160373,,,Propane,Garage,Variable,250 to 499 sq ft,,,,,,Radiant,,Silver,,,,,,,,,8 in,,7 in,,,,,,,,,,,,,,,,,,,,,16000 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater - Portable Fan Heater for Bedroom with Thermostat Tip-Over and O...,72.1,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",HomeMiYN,,,,Does not apply,Does not apply,,Does not apply,,,,,,,,,702435132591,,,,,,,,,,,,,,Black,,,,,,,0702435132591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW Lasko 5521 Ceramic Tower Heater Convection RC,74.98, ,"['Great space heater.  I purchased it for my very large bedroom.   It did the job in no time.My only suggestion, though, is that the heater run only when in the room.  I made the mistake of running it all the time and my electric bill SKYROCKETED.After I got my bill, I realized what I did wrong and now I just run it when I am in the room.  It makes hardly any noise and swivels so it gets all sides of the room.  It is sleek looking and not very tall so can be placed in a corner without really being noticed.I highly recommend this space heater.  Compared with ones I have used in the past, it is quieter and more efficient.', ""It's a store return. and arrived without a remote. Fortunately, my old remote worked on this.Works well, heats well, rotates. All good. Makes a little noise, however.(store return?)But good price, and should be good for a few winters."", ""I live in an old house and it gets drafty when it's 20 or below out.  This little heater safely keeps my kids room comfy.  I also take it in my camper to supplement the propane heater when we're at campgrounds"", ""Works great, it's in a large room, heats up in about 20m..in an hour, you'll need to shlasco heaterut it off..."", 'I love this heater. The Lasko 5521 was a great purchase. We use it to keep an upstairs bedroom comfortable at night when the furnace temperature is lowered. It works fantastically. I really like the auto temperature setting. I would definitely purchase this product again and recommend it to friends. It is a great value!', 'its ok! -   it   does what we were told ( just a bit cheap but so was the price )', ""I HAD THIS PRODUCTS ABOUT SIX MONTHS.WHEN POWER ON ITS VERY QUICKLY WARM UP THE ROOM.YOU ALSO RUN THIS HEATER AS SELF TIMER ON WITH REMOTE CONTROL SWITCH.SO, YOU DON'T NEED TO MOVE YOURSELF UP TO CHANGE TEMPERATURE HI LO OR SHUTT OFF THE HEATER . HANDY REMOTE CONTROL WILL DO IT FOR YOU.AND GREAT MONEY SAVINGS ALSO,IT ONLY VERY LESS ELECTRICITY.OVER ALL IT IS VERY GOOD."", 'I purchased the heater because I wanted to heat a smaller area. It works perfectly! I think it was one of the best purchases on ebay. I plan on purchasing another one , thats how pleased I am. All around great experience!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,"Ceramic, Tower Heater","Handle, Timer, Digital Thermostat, Thermostat,Remote Control,Timer,Oscillating, Digital thermometer and timer. , Remote control ceramic tower heater with 2 quiet comfort settings , Remote control , 1500 Watts, Thermostat,Timer, Digital Thermostat,Oscillating, 7hr. Timer, Oscillation,Thermostat,Timer,Handle,Digital Display, Thermostat Handle, 1500W Output, Oscillation, Remote Control, Heater, Indoor, Portable, Timer,Remote Control,Oscillating, Digital Display, Programmable, Oscillating,Remote Control,Thermostat,Timer, 1500W Output, 7hr. Timer, Oscillating, Programmable Thermostat, Oscillating, Programmable Thermostat",,"LASKO5521, 5521",0046013761088,,5521,,,,,,,7.3,,046013761088,,"Ceramic,Plastic, Ceramic, Plastic, Matte","2 Levels, Gasoline, Electric",Radiator,3,,"900-1500W, 1500W / 900W","Switch, Remote Control, Digital, Electronic, Remote Control,Switch,Digital",,23,8.5,Convection,120 V,"Silver, Gray",,,,,,,,7 Hours,,Ceramic,"7.25in., 7.25 in",,,,,,,,,,,,,,,,Quiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5521,,,,,,,,,,,,,,,,,,,,,,,,Tower,Ceramic,,,1500 W,,,5521,Convection Heater,9.50 lb,,,,,,,,,,,,,,,900 W,,,,,,,,,,,,,,,,,,,,,,,
Lasko 5309 Ceramic Tower Heater,74.97, ,"['I use it in my apartment bedroom especially after a shower to keep myself warm.  = I have not turned on my regular heater yet and it is almost February.  Am barely ever home and have someone living below me (I scavenge their heat).Oscillator is nice.  Set on something solid and elevated maybe a foot (table etc).  I always unplug it when not in use or leaving the apt.  Use a heavy duty extention cord that is not too long or else the cord may heat up.  No power down procedure - unit does not run fan to cool down.  Heat setting can be a little bizarre between temp and power.', 'Product came faster than expected, new, in original box. Quickly generates heat and warms a small room very well.  Thermostat allows heater to cycle on and off as needed to maintain the constant temperature needed for a greenhouse. Oscillating multiple temperature ranges are great features.', ""At first this heater smelled.  Once you get past that its great.  I've used Lasko products for years.  Its reliable and durable,  You get  a lot of features at an  affordable price.."", ""The best little heater. Throws alot of heat out. Warmed up the livingroom, dining area and kitchen to a nice warm comfortable temperature (couldn't believe it). It's very quiet, light weight, easy to set up and operate .. best part it's cool to touch! My little family is very happy with this heater. Will invest in another"", 'I bought this heater to replace a much larger, older quartz heater I used for the bathroom.  It is compact, has a nice design and provides a lot of heat quickly.  It is perfect for small rooms such as a bathroom.  No need to heat the whole house just to raise the warmth level in a single room when you can use a small room sized space heater like this Lasko Tower Heater.  The rotating feature is great for larger bathrooms; moves the heat around.   It was reasonably priced and arrived quickly.', 'I was using that brand that starts w/ a V. But they dont seem to last long. This one I noticed the temp was warmer then the other one, I like it. Keeps rooms toasty.', 'This small  heater heats the entire den! Very happy with it. I like the oscillating feature too. ', ""I finally caved this winter and purchased a heater to keep warm while I work from home. It's been amazing so far! Oscillation on the lowest setting warms my space surprisingly quickly. It's lightweight and I've experienced absolutely no electrical complications. I'm totally pleased with my purchase."", 'These work really well! Depending on the size of the room of course. I purchased this one for a small bedroom/office. Heats the room nice and toasty. I set the thermostat at 65 degrees, it shuts off and turns on perfectly! I would highly recommend for a smaller room.', 'warms area quickly with good temperature control...oscillating feature equalizes heat nicely']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Tower Heater,Oscillation,,5309,0046013766250,,,,,,,,,,,0046013766250,,Ceramic,Electric,,1,,,"Digital, Touch",,,,,120 V,"Silver, Gray, White, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dura Heat Electric Forced Air Heater With Pivoting Base 5,120 BTU",73.76,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",DURA HEAT,,,,EUH1465,013204114657,,,,,,,,,,,013204114657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm HS-1500-OTR Infrared Heater 1500-watt,73.92,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Heat Storm,,,,Does not apply,Does not apply,,Does not apply,,,,,,,,1500-watt,793573053657,,,,,,,,,,,,,,Heater Only,,,,,,,0793573053657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater 15,000 BTU Propane Heater/Cooker",72.57,30-day returns,"['I just replaced this unit after my other unit failed after 40 years.  Most products don’t make it 4 years.  I use it ice fishing for warm lunches, in the ice hut for warmth, tent while hunting for a quick morning coffee and in my truck emergency provisions for driving and living in the high Colorado mountains.  As with any propane product, always properly ventilate and don’t fall asleep while in use.', ""Just used it once briefly and seemed to light easily and generate solid radiant heat for a 1lb cylinder heater.  Nice to have the convertible stand for cooking too but haven't tried that and may not."", 'Got this to heat my ice fishing shelter.. It works great and the three settings make it easy to regulated the temperature', ""We bought this heater for our grandson to use in his deer blind. We have several of these and I and my wife set together in a pop-up blind in any weather and have nothing bad to say about this heater. It allows us to cook lunch make coffee and tea which makes for memorable occasion's.I have had issues in the past with this heater and moisture in the propane hose, I use a Mr. Heater in line filter and have eliminated the problem. this is not and isolated issue with this heater as Mr. Heater recommends the inline filter with the big buddy heater which also works to keep moisture out of the propane line."", ""I have been looking for a decent little heater for my hunting blind. The fact that this one only cost me $36. and that it doubles as a cooker compelled me to try it out. I have only tested it at home but it seems to perform as described and I'm confident it will do the job I bought it for. "", 'I like the fact it heats and can also cook on it boils water fast', 'works great. i use a twenty pound bulk tank with hose but ponnd bottles are fine. ', ""Heater/ cooker works well.  Easy and puts out a good amount of heat.  Kinda large if your using for camping, and don't have a lot of packing room.  Being able to use it as a stove is a bonus.   I purchased this one and the one that attached to the larger propane tanks. Both were worth the price."", 'works great just might have to get another', 'This little heater is quick and easy to set up. A small propane canister will give you lots of heat for about 3 hours on high or 4-5hours on low setting. Great buy!!!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,,,,F242300,089301423008,,,,,,,,,,,089301423008,,,Propane,,1,,,Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine/Line 30 5 ft. Hydronic Baseboard Heating Enclosure Only Cover in Nu-White,72.38,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Slant/Fin,Baseboard Heater,"Auto Shut-off, Timer",,1014035,0705353570612,Coil,,,,,,,,,,705353570612,,Steel,Hydronic,"Baseboard, Floor",1,100 sq ft or Less,Less Than 10 W,Analog/Mechanical,Steel,,,Radiant,12 V,White,,,,,,,Does not apply,,,,,,,,,,,,,,,100 sq ft,2000,,,,None,Less Than 80%,,,,Less Than 2000 BTU,,,,5.1-6,,,,,,,,,,,,Other,,,,,,,,0,,,,,0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,0,1,7.875,Whites,,10.5 lb,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydronic,Yes,Radiant,No,Baseboard,,,,,,,,,,,,,,,,,,
Lasko Products CC13251 Electronic Ceramic Heater,71.6,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Heaters,"Timer, Auto Shut-off",,CC13251,0046013768919,,Lasko CC13251,,,,,,,,,0046013768919,,Ceramic,"Battery, Electric",Floor,2,251-300 sq ft,1001-1500 W,Touch,,,,Convection,12 V,Black,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,Standard,,,,,5000-5999 BTU,,,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater 1500W Portable Electric Heater Fast Quiet Tower Oscillating Ceramic,74.99,30-day returns, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW Lasko 3PL CU12510 Utility Heater,71.98, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko 3PL,Heaters  Fireplaces,,,CU12510,0046013777393,,CU12510,,,,,,,,,046013777393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CU12510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimviento Space Heater with Remote Thermostat Portable Electric Small Heater ...,72.5,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Kimviento,,,,Does not apply,Does not apply,,Does not apply,,,,,,,,,774494079605,,,,,,,,,,,,,,White,,,,,,,0774494079605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 5586 Digital Ceramic Tower Heater with Remote Dark Grey,72.71,30-day returns,"['Very nice heater!  It oscillates back and forth and keeps a pretty constant temperature in a medium sized space.  The remote works well and I am happy with this purchase', 'This little ceramic heater is wonderful!  It is loaded with features including oscillating and has a remote control with it.  It works like a charm very quietly and automatically according to the thermostat control.  I highly recommend this space heater!', ""My office is in the lower level of the house which is naturally colder than the rest of my home. Rather than heat up the whole house to warm this one room this Lasko heater does a terrfic job of keeping me comfortable even on the coldest days.It's quiet, efficient, and just does the job."", 'heats up a room quickly and quietly.... well made verses the earlier models..', 'Took for ever to warm a sun room of 10 x 12, than it didnt even bring it up to 70 degrees, was on most of the day. .  heat output was not that good. Will never purchase anyone. Price was way to much for the quality of how well it worked.', ""Couldn't find a more inexpensive excellent quality space heater. Just ordered another!"", 'Solid model. Quiet does the job well. Worth the buy.', 'Good products. Thanks.', 'I received mine in the mail turned it on only lasted one day and stopped working. Do not recommend this product at all to anyone']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Lasko,,Timer,,5586,0024070570416,,Does not apply,,,,,,,,Tower Heater,0024070570416,,,Electric,,2,,,"Digital, Touch, Remote Control",,,,Convection,120 V,Gray,,,,,,,0031111328264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
